957990	Abba Sabinou Monasterion	506±0
85876	Kellis	350±49
85896	Kellis	350±49
85871	Kellis	350±49
85889	Kellis	350±49
85890	Kellis	350±49
85887	Kellis	350±49
85881	Kellis	350±49
85862	Kellis	350±49
85872	Kellis	350±49
85892	Kellis	350±49
85873	Kellis	350±49
85903	Kellis	350±49
85880	Kellis	350±49
85891	Kellis	350±49
85874	Kellis	350±49
85894	Kellis	350±49
85879	Kellis	350±49
85877	Kellis	350±49
85895	Kellis	350±49
85897	Kellis	350±49
85885	Kellis	350±49
85901	Kellis	350±49
85902	Kellis	350±49
85888	Kellis	350±49
85870	Kellis	350±49
85898	Kellis	350±49
85866	Kellis	350±49
85867	Kellis	350±49
85868	Kellis	350±49
85865	Kellis	343±49
85893	Kellis	350±49
85864	Kellis	350±49
85883	Kellis	350±49
85899	Kellis	350±49
85875	Kellis	350±49
85869	Kellis	350±49
85863	Kellis	350±49
85882	Kellis	350±49
85884	Kellis	350±49
85900	Kellis	350±49
85878	Kellis	350±49
79242	Kellis	269±0
79242	Kellis	273±0
33319	Kellis	313±12
33312	Kellis	350±49
33327	Kellis	350±49
33317	Kellis	325±24
33305	Kellis	350±49
33298	Kellis	325±24
33337	Kellis	350±49
33309	Kellis	350±49
33321	Kellis	375+
33304	Kellis	350±49
33320	Kellis	313±12
33335	Kellis	350±49
33330	Kellis	375±24
33311	Kellis	375±24
33326	Kellis	350±24
33300	Kellis	375±24
33332	Kellis	375±24
33315	Kellis	350±49
33307	Kellis	350±49
33310	Kellis	375±24
33297	Kellis	325±24
33333	Kellis	350±49
33301	Kellis	375±24
33302	Kellis	350±49
33334	Kellis	350±49
33329	Kellis	350±49
33313	Kellis	350±49
33303	Kellis	350±49
33325	Kellis	350±24
33306	Kellis	350±49
33314	Kellis	350±49
33318	Kellis	350±24
33322	Kellis	350±49
33324	Kellis	375±24
33308	Kellis	350±49
33328	Kellis	350±49
33316	Kellis	350±49
33323	Kellis	350±49
33331	Kellis	350±49
33299	Kellis	350±49
33336	Kellis	350±49
33296	Kellis	350±24
31309	Kellis	300±24
31308	Kellis	250±49
702570	Kellis	314±10
71817	Kerameia (Theben)	125±0
12322	Kerbaseis	83±0
3065	Kerke	-213±0
40463	Kerke	null
26052	Kerke	50±49
26050	Kerke	50±49
26020	Kerke	50±49
17378	Kerke	310±0
1036	Kerke	-250±24
32108	Kerke	250±49
32107	Kerke	250±49
1281	Kerke	-250±24
17377	Kerke und Leukogion	309±0
65099	Kerkeeris	588±12
65099	Kerkeeris	588±12
65099	Kerkeeris	350±149
65099	Kerkeeris	350±149
65099	Kerkeeris	588±12
44412	Kerkeesis	8±0
11275	Kerkeësis	90±0
128288	Kerkemunis (Oxyrhynchites) bzw. Oxyrhynchos	76±0
3642	Kerkeosiris	-139±0
3802	Kerkeosiris	-117±0
3681	Kerkeosiris	-113+
3680	Kerkeosiris	-114+
3676	Kerkeosiris	-117-
3689	Kerkeosiris	-110+
3745	Kerkeosiris	-93±0
3682	Kerkeosiris	-113+
3740	Kerkeosiris	-92±0
3686	Kerkeosiris	-111±0
78772	Kerkeosiris	-97±7
78765	Kerkeosiris	-117±0
78766	Kerkeosiris	-117+
78767	Kerkeosiris	-110±0
10565	Kerkeosiris	-7±0
41396	Kerkeosiris	-112±0
41788	Kerkeosiris	193±0
41776	Kerkeosiris	186±0
11917	Kerkeosiris	136±0
3705	Kerkeosiris	-113±0
3685	Kerkeosiris	-113+
3683	Kerkeosiris	-113+
3798	Kerkeosiris	-112±0
3698	Kerkeosiris	-118±0
3702	Kerkeosiris	-120±0
3777	Kerkeosiris	-114±0
3728	Kerkeosiris	-113±0
3837	Kerkeosiris	-113±12
3781	Kerkeosiris	-114±0
3663	Kerkeosiris	-113±0
3958	Kerkeosiris	-115±0
3761	Kerkeosiris	-113±0
3820	Kerkeosiris	-113±12
3865	Kerkeosiris	-112±0
3725	Kerkeosiris	-113±0
3706	Kerkeosiris	-110±0
3645	Kerkeosiris	-119±0
3782	Kerkeosiris	-114±0
3787	Kerkeosiris	-126±5
3649	Kerkeosiris	-114+
3789	Kerkeosiris	-111±0
3796	Kerkeosiris	-115±0
3878	Kerkeosiris	-113±12
3697	Kerkeosiris	-117±0
3846	Kerkeosiris	-113+
3916	Kerkeosiris	-114±1
3808	Kerkeosiris	-114+
3733	Kerkeosiris	-118±0
3709	Kerkeosiris	-112±1
3786	Kerkeosiris	-119±0
3662	Kerkeosiris	-114+
3714	Kerkeosiris	-109±2
3711	Kerkeosiris	-112+
3897	Kerkeosiris	-118±0
3700	Kerkeosiris	-115±0
3805	Kerkeosiris	-115±0
3790	Kerkeosiris	-112±0
3899	Kerkeosiris	-111+
3731	Kerkeosiris	-113±12
3762	Kerkeosiris	-113±0
3877	Kerkeosiris	-112+
3915	Kerkeosiris	-114±0
3848	Kerkeosiris	-114±0
3724	Kerkeosiris	-115+
3712	Kerkeosiris	-112±0
3885	Kerkeosiris	-113±12
3654	Kerkeosiris	-114±0
3803	Kerkeosiris	-114±0
3870	Kerkeosiris	-115±0
3765	Kerkeosiris	-113±0
3699	Kerkeosiris	-115±0
3720	Kerkeosiris	-118±0
3792	Kerkeosiris	-113±0
3818	Kerkeosiris	-112+
3896	Kerkeosiris	-106±7
3729	Kerkeosiris	-113±0
3851	Kerkeosiris	-112±0
3703	Kerkeosiris	-117±0
3913	Kerkeosiris	-114±0
3706	Kerkeosiris	-110±0
3747	Kerkeosiris	-116±0
3647	Kerkeosiris	-119±0
3650	Kerkeosiris	-114±0
3804	Kerkeosiris	-114±0
3855	Kerkeosiris	-113±12
3832	Kerkeosiris	-113±0
3795	Kerkeosiris	-112±0
3708	Kerkeosiris	-113±0
3749	Kerkeosiris	-113+
3675	Kerkeosiris	-114+
3807	Kerkeosiris	-117±0
3684	Kerkeosiris	-115±3
3868	Kerkeosiris	-123±0
3797	Kerkeosiris	-113±0
3866	Kerkeosiris	-113±12
3852	Kerkeosiris	-113±0
3838	Kerkeosiris	-114±0
3662	Kerkeosiris	-114+
3798	Kerkeosiris	-112±0
3732	Kerkeosiris	-61±0
3688	Kerkeosiris	-114±0
3900	Kerkeosiris	-114±0
3704	Kerkeosiris	-116±0
3780	Kerkeosiris	-110±0
3794	Kerkeosiris	-112±0
3869	Kerkeosiris	-113±0
3912	Kerkeosiris	-114±0
3651	Kerkeosiris	-114±0
3914	Kerkeosiris	-114±0
3652	Kerkeosiris	-114+
3648	Kerkeosiris	-118±0
3806	Kerkeosiris	-113±12
3847	Kerkeosiris	-113±12
3910	Kerkeosiris	-113±12
3771	Kerkeosiris	-113±12
3784	Kerkeosiris	-115±0
3776	Kerkeosiris	-115±0
3855	Kerkeosiris	-113±12
3748	Kerkeosiris	-112+
3701	Kerkeosiris	-112±0
3779	Kerkeosiris	-112±0
3801	Kerkeosiris	-116±0
3895	Kerkeosiris	-115±0
3687	Kerkeosiris	-113±0
3700	Kerkeosiris	-115±0
3764	Kerkeosiris	-113±0
3662	Kerkeosiris	-114±0
3708	Kerkeosiris	-113±0
3845	Kerkeosiris	-114+
3721	Kerkeosiris	-112±0
3898	Kerkeosiris	-111±0
3778	Kerkeosiris	-122±1
3713	Kerkeosiris	-110±0
3799	Kerkeosiris	-105±0
3763	Kerkeosiris	-113±0
3879	Kerkeosiris	-113±0
3789	Kerkeosiris	-111±0
3826	Kerkeosiris	-113±12
3911	Kerkeosiris	-114±0
3830	Kerkeosiris	-113±0
3720	Kerkeosiris	-118±0
3658	Kerkeosiris	-112±0
3663	Kerkeosiris	-113±0
3063	Kerkeosiris	-250±49
3858	Kerkeosiris	-113±0
3674	Kerkeosiris	-113±0
3710	Kerkeosiris	-113±0
3696	Kerkeosiris	-117±0
3901	Kerkeosiris	-115+
3741	Kerkeosiris	-103±0
219272	Kerkeosiris	-119+
5972	Kerkeosiris	-113+
5964	Kerkeosiris	-100±0
45409	Kerkeosiris	-113±0
47594	Kerkeosiris	-112+
2622	Kerkeosiris	-117±0
78764	Kerkeosiris	-115±0
41400	Kerkeosiris	-99±0
41398	Kerkeosiris	-99±0
6229	Kerkeosiris	-150±49
3655	Kerkeosiris	-114±0
3783	Kerkeosiris	-113±12
3871	Kerkeosiris	-114±0
3890	Kerkeosiris	-126±5
3755	Kerkeosiris	-103±2
3656	Kerkeosiris	-113±0
3891	Kerkeosiris	-113±12
3800	Kerkeosiris	-105±0
3886	Kerkeosiris	-112±0
3844	Kerkeosiris	-99±0
3814	Kerkeosiris	-113±12
3859	Kerkeosiris	-113±12
3653	Kerkeosiris	-114±0
3817	Kerkeosiris	-113±12
3817	Kerkeosiris	-113±12
3836	Kerkeosiris	-113±12
3904	Kerkeosiris	-108±0
3908	Kerkeosiris	-114±0
3854	Kerkeosiris	-112±0
3802	Kerkeosiris	-117±0
3856	Kerkeosiris	-113±12
3816	Kerkeosiris	-113±12
3831	Kerkeosiris	-113±12
3857	Kerkeosiris	-108±0
3752	Kerkeosiris	-113±12
3884	Kerkeosiris	-113±0
3874	Kerkeosiris	-113±12
3903	Kerkeosiris	-113±12
3839	Kerkeosiris	-88±12
3849	Kerkeosiris	-113±12
3844	Kerkeosiris	-99±0
3907	Kerkeosiris	-113±12
3833	Kerkeosiris	-123±0
3863	Kerkeosiris	-113±12
3867	Kerkeosiris	-114±0
3886	Kerkeosiris	-112±0
3875	Kerkeosiris	-113±12
3892	Kerkeosiris	-138±0
3800	Kerkeosiris	-105±0
3753	Kerkeosiris	-99+
3831	Kerkeosiris	-113±12
3643	Kerkeosiris	-114+
3853	Kerkeosiris	-150±49
3874	Kerkeosiris	-113±12
3825	Kerkeosiris	-113±12
3875	Kerkeosiris	-113±12
3859	Kerkeosiris	-113±12
3890	Kerkeosiris	-125±0
3876	Kerkeosiris	-115±0
3850	Kerkeosiris	-113±12
3840	Kerkeosiris	-100±24
2938	Kerkeosiris	-118+
2939	Kerkeosiris	-105±0
41778	Kerkesephis	188±0
10203	Kerkesephis	225±0
13389	Kerkesephis	207±0
13733	Kerkesephis	349±0
13672	Kerkesephis	160±0
41795	Kerkesephis	202±9
5867	Kerkesephis	-216±0
25204	Kerkesephis	50±49
14447	Kerkesis	95±0
41630	Kerkesis	129±0
41634	Kerkesis	203±0
14267	Kerkesis	61±0
38825	Kerkesis	650±49
28439	Kerkesis	200±24
738064	Kerkesis	165±4
738065	Kerkesis	175±24
9748	Kerkesoucha	120±0
10588	Kerkesucha	155±0
36261	Kerkesucha	550±49
11749	Kerkesucha	143±0
10081	Kerkesucha	96±0
10012	Kerkesucha	208±0
9817	Kerkesucha	161±0
9156	Kerkesucha	219±0
9702	Kerkesucha	228±6
77548	Kerkesucha	192±0
110199	Kerkesucha	216±0
11692	Kerkesucha	148±0
11330	Kerkesucha	137±0
12044	Kerkesucha	103±0
8049	Kerkesucha	-188±12
14930	Kerkesucha	50±0
14406	Kerkesucha	164±0
14613	Kerkesucha	155±0
2974	Kerkesucha	-184±0
15102	Kerkesucha	155±0
15085	Kerkesucha	145±0
15153	Kerkesucha	201±1
37563	Kerkesucha	650±49
7957	Kerkesucha	-150±24
15773	Kerkesucha	144±0
110051	Kerkesucha	183±0
13383	Kerkesucha bzw. Soknopaiu Nesos (Arsinoites)	106±0
10754	Kerkesucha Orus	190±0
39287	Kerkesucha Orus	650±49
36117	Kerkesucha Orus	700±99
36118	Kerkesucha Orus	700±99
41657	Kerkesucha Orus	700±99
3309	Kerkesucha Orus	-218±0
8842	Kerkesucha Orus	185±0
4139	Kerkesucha Orus	-53±2
10753	Kerkesucha Orus	189+
39288	Kerkesucha Orus	650±49
39670	Kerkesucha Orus	650±49
9596	Kerkesucha Orus	119±0
11431	Kerkesucha Orus	89±7
12689	Kerkesucha Orus	184±0
12623	Kerkesucha Orus	184±2
12696	Kerkesucha Orus	185±0
12619	Kerkesucha Orus	184±2
12624	Kerkesucha Orus	184±2
12690	Kerkesucha Orus	184±2
12686	Kerkesucha Orus	184±0
12622	Kerkesucha Orus	185-
12625	Kerkesucha Orus	184±2
12685	Kerkesucha Orus	184±0
12687	Kerkesucha Orus	184±0
12621	Kerkesucha Orus	184±2
12691	Kerkesucha Orus	184±2
12667	Kerkesucha Orus	184±2
12620	Kerkesucha Orus	184±2
12618	Kerkesucha Orus	185-
12669	Kerkesucha Orus	185-
8783	Kerkesucha Orus	185+
8843	Kerkesucha Orus	185±0
28012	Kerkesucha Orus	150±49
37972	Kerkethoeris	550±49
35175	Kerkethoeris	700±99
78632	Kerkethyris	231±0
15466	Kerkeura	44+
219316	Kerkeura	231±2
219315	Kerkeura	231±2
14811	Kerkeuris	212±0
11381	Kerkeuris	120±0
11644	Kerkosis	63±0
16894	Kesmuchis	338±0
21837	Kesmuchis	238±0
21837	Kesmuchis	238±0
2546	Khirbet el - kom	-277±0
39982	Khirbet Mird	750±49
39981	Khirbet Mird	750±49
38616	Kieratu	650±49
39072	Kieratu	650±49
43225	Kieratu	550±49
37986	Kieratu	550±49
21031	Kirka	636±0
32904	Kleinasien	400±99
33581	Kloster Hathor oder Umgebung	350±49
111679	Koba	-136±0
3956	Koba	250±49
15435	Koba	457±0
18740	Koba	411±0
5043	Kochlax	-137±0
1568	Koitai	-248±0
951	Koitai	-250±0
17300	Koites	221±0
5099	Koïtes	-240±0
873594	Kolasouchis und Tertonpetemun	-137±0
23321	Kolasuchis	-7±0
39627	Kom el - Haryane	650±24
39629	Kom el - Haryane	675±24
39628	Kom el - Haryane	700±99
39631	Kom el - Haryane	650±49
14283	Kom el - Haryane	643±0
19097	Kom el - Kolzum bei Suez	596±5
19098	Kom el - Kolzum bei Suez	546±19
33114	Kom el - Kolzum bei Suez	500±199
31111	Kom el - Kolzum bei Suez	275±24
31113	Kom el - Kolzum bei Suez	250±24
31112	Kom el - Kolzum bei Suez	250±49
40435	Kom Sciugafa	null
40434	Kom Sciugafa	263±137
36846	Koma	550±49
79116	Koma	550±49
78194	Koma	700±99
17997	Koma	-5±0
5459	Koma	-136±0
18641	Koma	0±14
23281	Koma	9+
18643	Koma	-8±0
21834	Kome	324±0
17947	Kome Attinu	187±0
17948	Kome Attinu	187±0
32996	Kome Petne	400±99
18341	Kome Seryphos	207±0
18023	Kome Th[....]	128±0
369043	Kompasi	150±49
369042	Kompasi	150±49
16366	Konstantine	342±0
17848	Konstantinopel	548±0
18873	Konstantinopel	541±0
18996	Konstantinopel	551±0
702486	Konstantinopel	556±8
35188	Konstantinopel	450±24
70352	Kopanis	-88±0
58095	Koptos	297±0
4382	Koptos	-118±0
78517	Koptos	297±0
4713	Koptos	-123±0
26265	Koptos	150±49
17842	Koptos	160+
41593	Koptos	9±0
77547	Koptos	-150±49
77624	Koptos	500±199
77840	Koptos	-5±0
24726	Koptos	-14±0
24727	Koptos	-12±0
24728	Koptos	-7±0
24851	Koptos	-16±0
24729	Koptos	2±0
24730	Koptos	3±0
75466	Koptos	44±0
75453	Koptos	-4±0
75459	Koptos	-4±0
75464	Koptos	34±0
75456	Koptos	-4±0
75463	Koptos	36±0
75469	Koptos	102±0
75461	Koptos	3±0
75471	Koptos	16±0
75457	Koptos	-4±0
75460	Koptos	2±0
75462	Koptos	16±0
75476	Koptos	31±4
75458	Koptos	-4±0
75467	Koptos	53±0
75454	Koptos	-4±0
75465	Koptos	40±0
75472	Koptos	110±0
75477	Koptos	120±0
75474	Koptos	150±49
75455	Koptos	-4±0
75473	Koptos	115±0
76881	Koptos	1±0
21347	Koptos	297±0
21344	Koptos	297±0
21349	Koptos	297±0
21348	Koptos	297±0
21346	Koptos	297±0
21350	Koptos	297±0
71856	Koptos	33±0
71092	Koptos	-250±49
71195	Koptos	82±0
71022	Koptos	-50±49
71003	Koptos	-67±0
71831	Koptos	41±0
71829	Koptos	1±0
5782	Koptos	-132±0
5780	Koptos	-135±0
5611	Koptos	-136±0
5778	Koptos	-137±0
5779	Koptos	-135±0
5781	Koptos	-135±0
44291	Koptos	-134±0
44077	Koptos	-246±0
44076	Koptos	-250±0
44258	Koptos	-122±0
43739	Koptos	-140±0
43314	Koptos	-119±0
43468	Koptos	-117±0
43737	Koptos	-134±0
43495	Koptos	-140±0
43741	Koptos	-135±0
43570	Koptos	-115±0
43738	Koptos	-137±3
43735	Koptos	-139±0
43740	Koptos	-140±0
43469	Koptos	-80±0
43736	Koptos	-134±0
43733	Koptos	-136±0
20062	Koptos	139-
15896	Koptos	55±0
169765	Koptos	59±0
169800	Koptos	150±49
169896	Koptos	450±49
169760	Koptos	43±0
169759	Koptos	35±0
169758	Koptos	34±0
19441	Koptos	117±0
27112	Koptos	150±49
73542	Koptos	137±0
73320	Koptos	-114±0
73407	Koptos	1±0
73544	Koptos	83±0
73450	Koptos	60±0
73381	Koptos	-100±99
73366	Koptos	-136±0
73367	Koptos	-132±0
73430	Koptos	6±0
73336	Koptos	-132±0
73352	Koptos	5±0
77011	Koptos	109±0
75495	Koptos	200±99
75905	Koptos	14±0
75516	Koptos	200±99
75525	Koptos	200±99
72882	Koptos	132±0
72391	Koptos	200±99
71701	Koptos	-6±0
43732	Koptos	-137±0
43501	Koptos	-106±0
80370	Koptos	34±0
135982	Koptos	-9±0
27172	Koptos	150±49
73848	Koptos	35±0
30426	Koptos bzw. Oxyrhynchos	250±49
31742	Kore	250±49
17527	Korphotoi	222±0
23313	Korphotoi	-25±0
39396	Kos	700±99
39395	Kos	700±99
39389	Kos	700±99
16562	Kos	323±0
20624	Krekis	212-
118561	Kreta	225±74
140301	Krokodilo	107±9
704491	Krokodilo	107±9
704560	Krokodilo	123±6
704442	Krokodilo	107±9
704573	Krokodilo	107±9
704502	Krokodilo	107±9
704499	Krokodilo	107±9
704486	Krokodilo	107±9
704605	Krokodilo	107±9
704526	Krokodilo	123±6
704493	Krokodilo	107±9
704501	Krokodilo	107±9
704509	Krokodilo	118±20
704601	Krokodilo	107±9
704533	Krokodilo	123±6
704583	Krokodilo	107±9
704542	Krokodilo	123±6
704439	Krokodilo	107±9
704584	Krokodilo	107±9
704570	Krokodilo	107±9
704496	Krokodilo	118±20
704474	Krokodilo	107±9
704462	Krokodilo	107±9
704534	Krokodilo	123±6
704487	Krokodilo	107±9
704562	Krokodilo	123±6
704556	Krokodilo	123±6
704566	Krokodilo	107±9
704464	Krokodilo	107±9
704544	Krokodilo	123±6
704451	Krokodilo	107±9
704586	Krokodilo	107±9
704553	Krokodilo	113±3
704485	Krokodilo	108±0
704569	Krokodilo	107±9
704528	Krokodilo	123±6
704508	Krokodilo	107±9
704477	Krokodilo	107±9
704606	Krokodilo	107±9
704536	Krokodilo	123±6
704611	Krokodilo	107±9
704549	Krokodilo	123±6
704480	Krokodilo	118±20
704443	Krokodilo	107±9
704463	Krokodilo	107±9
704607	Krokodilo	107±9
704563	Krokodilo	123±6
704500	Krokodilo	107±9
704596	Krokodilo	107±9
704604	Krokodilo	107±9
704518	Krokodilo	107±9
704530	Krokodilo	123±6
704466	Krokodilo	118±20
704513	Krokodilo	107±9
704588	Krokodilo	107±9
704468	Krokodilo	107±9
704461	Krokodilo	107±9
704484	Krokodilo	107±9
704557	Krokodilo	123±6
704497	Krokodilo	107±9
704524	Krokodilo	123±6
704558	Krokodilo	123±6
704593	Krokodilo	107±9
704543	Krokodilo	123±6
704448	Krokodilo	107±9
704438	Krokodilo	107±9
704541	Krokodilo	123±6
704595	Krokodilo	107±9
704476	Krokodilo	107±9
704472	Krokodilo	107±9
704582	Krokodilo	107±9
704450	Krokodilo	107±9
704540	Krokodilo	123±6
704574	Krokodilo	107±9
704571	Krokodilo	107±9
704551	Krokodilo	123±6
704617	Krokodilo	107±9
704609	Krokodilo	107±9
704519	Krokodilo	107±9
704456	Krokodilo	107±9
704527	Krokodilo	123±6
704559	Krokodilo	113±3
704614	Krokodilo	107±9
704460	Krokodilo	107±9
704490	Krokodilo	107±9
704591	Krokodilo	107±9
704520	Krokodilo	107±9
704580	Krokodilo	107±9
704608	Krokodilo	107±9
704603	Krokodilo	107±9
704516	Krokodilo	107±9
704473	Krokodilo	107±9
704488	Krokodilo	107±9
704437	Krokodilo	107±9
704525	Krokodilo	123±6
704532	Krokodilo	123±6
704590	Krokodilo	107±9
704444	Krokodilo	107±9
704494	Krokodilo	107±9
704447	Krokodilo	107±9
704565	Krokodilo	123±6
704459	Krokodilo	107±9
704495	Krokodilo	107±9
704481	Krokodilo	118±20
704599	Krokodilo	107±9
704538	Krokodilo	123±6
704465	Krokodilo	107±9
704572	Krokodilo	107±9
704615	Krokodilo	107±9
704482	Krokodilo	107±9
704455	Krokodilo	107±9
704547	Krokodilo	123±6
704546	Krokodilo	123±6
704597	Krokodilo	107±9
704470	Krokodilo	107±9
704505	Krokodilo	107±9
704445	Krokodilo	107±9
704616	Krokodilo	107±9
704579	Krokodilo	107±9
704511	Krokodilo	107±9
704561	Krokodilo	123±6
704467	Krokodilo	107±9
704555	Krokodilo	123±6
704457	Krokodilo	107±9
704512	Krokodilo	107±9
704475	Krokodilo	107±9
704598	Krokodilo	107±9
704458	Krokodilo	107±9
704449	Krokodilo	107±9
704522	Krokodilo	123±6
704589	Krokodilo	107±9
704531	Krokodilo	123±6
704446	Krokodilo	107±9
704479	Krokodilo	118±20
704469	Krokodilo	107±9
704578	Krokodilo	107±9
704483	Krokodilo	107±9
704537	Krokodilo	123±6
704585	Krokodilo	107±9
704610	Krokodilo	107±9
704564	Krokodilo	123±6
704612	Krokodilo	107±9
704517	Krokodilo	107±9
704550	Krokodilo	123±6
704529	Krokodilo	123±6
704504	Krokodilo	107±9
704568	Krokodilo	107±9
704492	Krokodilo	107±9
704587	Krokodilo	107±9
704539	Krokodilo	123±6
704503	Krokodilo	107±9
704514	Krokodilo	107±9
704507	Krokodilo	107±9
704581	Krokodilo	107±9
704535	Krokodilo	123±6
704452	Krokodilo	107±9
704545	Krokodilo	123±6
704489	Krokodilo	107±9
704619	Krokodilo	107±9
704576	Krokodilo	107±9
704618	Krokodilo	107±9
704600	Krokodilo	107±9
704602	Krokodilo	107±9
704613	Krokodilo	107±9
704453	Krokodilo	107±9
704478	Krokodilo	118±20
704523	Krokodilo	123±6
704440	Krokodilo	107±9
704498	Krokodilo	118±20
704554	Krokodilo	113±3
704577	Krokodilo	107±9
704548	Krokodilo	123±6
704567	Krokodilo	107±9
704575	Krokodilo	107±9
704594	Krokodilo	107±9
704515	Krokodilo	107±9
704454	Krokodilo	107±9
704521	Krokodilo	123±6
704471	Krokodilo	118±20
704441	Krokodilo	107±9
704510	Krokodilo	107±9
341733	Krokodilo	109±11
383674	Krokodilo	109±11
383681	Krokodilo	107±9
383677	Krokodilo	107±9
383676	Krokodilo	116±0
88734	Krokodilo	118±20
88727	Krokodilo	118±20
88667	Krokodilo	121±4
88605	Krokodilo	109±0
88686	Krokodilo	118±0
88724	Krokodilo	118±20
88726	Krokodilo	118±20
88661	Krokodilo	107±9
88619	Krokodilo	109±0
88648	Krokodilo	109±0
88733	Krokodilo	118±20
88696	Krokodilo	118±20
88703	Krokodilo	118±20
88628	Krokodilo	118±20
88691	Krokodilo	118±0
88692	Krokodilo	111±3
88595	Krokodilo	108±0
88636	Krokodilo	109+
88592	Krokodilo	108+
88671	Krokodilo	118±20
88635	Krokodilo	109±0
88730	Krokodilo	118±20
88649	Krokodilo	111±13
88644	Krokodilo	109±0
88591	Krokodilo	108±0
88657	Krokodilo	109±0
88739	Krokodilo	118±20
88622	Krokodilo	109±0
88737	Krokodilo	118±20
88655	Krokodilo	109+
88608	Krokodilo	107±9
88633	Krokodilo	109+
88600	Krokodilo	108±0
88606	Krokodilo	108±0
88629	Krokodilo	118±20
88715	Krokodilo	107±9
88731	Krokodilo	118±20
88744	Krokodilo	118±20
88745	Krokodilo	118±20
88643	Krokodilo	109±0
88677	Krokodilo	118±20
88675	Krokodilo	107±9
88674	Krokodilo	107±9
88741	Krokodilo	118±20
88743	Krokodilo	118±20
88610	Krokodilo	107±9
88707	Krokodilo	109+
88705	Krokodilo	118±20
88711	Krokodilo	109+
88598	Krokodilo	108±0
88645	Krokodilo	108±0
88678	Krokodilo	118+
88620	Krokodilo	109±0
88604	Krokodilo	108±0
88725	Krokodilo	118±20
88624	Krokodilo	109±0
88637	Krokodilo	109+
88621	Krokodilo	109±0
88742	Krokodilo	118±20
88735	Krokodilo	118±20
88678	Krokodilo	118±0
88689	Krokodilo	118±0
88708	Krokodilo	109+
88740	Krokodilo	118±20
88618	Krokodilo	109+
88630	Krokodilo	109+
88631	Krokodilo	109+
88656	Krokodilo	121±4
88688	Krokodilo	118±0
88669	Krokodilo	107±9
88678	Krokodilo	118+
88596	Krokodilo	108±0
88722	Krokodilo	118±20
88685	Krokodilo	118±0
88660	Krokodilo	107±9
88713	Krokodilo	109+
88646	Krokodilo	109±0
88613	Krokodilo	109+
88736	Krokodilo	118±20
88717	Krokodilo	111±13
88678	Krokodilo	118+
88670	Krokodilo	118±20
88723	Krokodilo	118±20
88601	Krokodilo	109±0
88732	Krokodilo	118±20
88623	Krokodilo	109±0
88597	Krokodilo	108±0
88673	Krokodilo	107±9
88694	Krokodilo	121±4
88625	Krokodilo	109±0
88611	Krokodilo	107±9
88627	Krokodilo	109±0
